name,genre,platform,esrbrating,publisher,year,metascore,userscore,sales
Mario & Luigi Superstar Saga + Bowser's Minions,RPG,Nintendo 3DS,E,Nintendo,2017,81,84,0.51
Dynasty Warriors,Action,PlayStation Portable,T,Other,2005,62,73,0.51
Ace Combat Zero: The Belkan War,Simulation,PlayStation 2,T,BandaiNamco,2006,75,85,0.51
Tiger Woods PGA Tour 13,Sports,Xbox 360,E,EA,2012,77,56,0.51
Final Fantasy II Anniversary Edition,RPG,PlayStation Portable,T,SquareEnix,2007,63,70,0.51
DiRT Rally,Racing,PlayStation 4,E,Other,2016,85,79,0.51
Dragon Ball: Raging Blast,Fighting,Xbox 360,T,BandaiNamco,2009,56,76,0.51
My Word Coach,Misc,Wii,E,Ubisoft,2007,68,,0.51
NHL 07,Sports,PlayStation 2,E,EA,2006,76,47,0.51
Yokai Watch Busters 2: Hihou Densetsu Banbarayaa - Magnum / Sword,RPG,Nintendo 3DS,,Other,2017,,,0.51
Theatrhythm: Final Fantasy,Misc,Nintendo 3DS,E,SquareEnix,2012,78,78,0.51
Petz: Hamsterz Life 2,Action,Nintendo DS,E,Ubisoft,2007,,,0.51
World Championship Poker,Misc,Xbox,E,Other,2004,66,,0.51
The BIGS,Sports,PlayStation 2,E,Other,2007,71,48,0.51
Cars Toon: Mater's Tall Tales,Misc,Wii,E,Other,2010,,,0.51
Dragon Ball Z: Supersonic Warriors,Fighting,Game Boy Advance,T,Other,2004,73,70,0.51
NHL 16,Sports,Xbox One,E,EA,2015,80,60,0.51
Test Drive Unlimited,Racing,PlayStation Portable,E,Other,2007,80,75,0.51
NBA Ballers,Sports,Xbox,E,Other,2004,82,81,0.51
Silent Hill 4: The Room,Adventure,PlayStation 2,M,Other,2004,76,79,0.51
Capcom Classics Collection,Misc,PlayStation 2,T,Other,2005,78,83,0.51
NBA 2K11,Sports,Wii,E,Other,2010,,,0.51
Fire Emblem Warriors,Action,Nintendo Switch,T,Nintendo,2017,74,79,0.51
Monopoly Party,Misc,PlayStation 2,E,Other,2002,51,79,0.51
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Adventure,Nintendo DS,E,ActivisionBlizzard,2009,,,0.51
The Saboteur,Action,Xbox 360,M,EA,2009,73,82,0.51
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Adventure,Game Boy Advance,E,THQ,2004,56,,0.5
Dragon Age: Origins,RPG,PC,M,EA,2009,91,87,0.5
Homefront: The Revolution,Shooter,PlayStation 4,M,Other,2016,48,40,0.5
Bully: Scholarship Edition,Action,Wii,T,RockstarGames,2008,83,83,0.5
FIFA 14,Sports,PlayStation Vita,E,EA,2013,,,0.5
Rock Band Unplugged,Misc,PlayStation Portable,T,Other,2009,79,86,0.5
Looney Tunes: Back in Action,Action,PlayStation 2,E,Other,2003,51,76,0.5
Rooms: The Main Building,Adventure,Nintendo DS,E,Other,2010,56,,0.5
Ratatouille,Action,Wii,E,THQ,2007,62,62,0.5
NHL 09,Sports,Xbox 360,E,EA,2008,88,83,0.5
Major League Baseball 2K12,Sports,Xbox 360,E,Other,2012,68,64,0.5
Tiger Woods PGA Tour 07,Sports,PlayStation 3,E,EA,2006,81,,0.5
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,Action,PlayStation 3,T,SquareEnix,2015,,,0.5
Paws & Claws: Dogs & Cats Best Friends,Simulation,Nintendo DS,E,THQ,2007,,,0.5
Resident Evil: Revelations,Shooter,PC,M,Other,2013,77,71,0.5
R.U.S.E.,Strategy,PlayStation 3,T,Ubisoft,2010,76,73,0.5
Midnight Club II,Racing,Xbox,T,RockstarGames,2003,86,75,0.5
Attack on Titan,Action,PlayStation 4,M,Other,2017,74,70,0.5
Lost: Via Domus,Action,PlayStation 3,T,Ubisoft,2008,54,64,0.5
Monster Hunter Portable 3rd HD Ver.,RPG,PlayStation 3,,Other,2011,,,0.5
WWE SmackDown vs. RAW 2007,Fighting,Xbox 360,T,THQ,2006,81,79,0.5
Picross DS,Puzzle,Nintendo DS,E,Nintendo,2007,83,80,0.5
The Mummy Returns,Action,PlayStation 2,T,Other,2001,44,70,0.5
Transformers: War for Cybertron,Action,PlayStation 3,T,ActivisionBlizzard,2010,77,82,0.5
Major League Baseball 2K13,Sports,Xbox 360,E,Other,2013,,,0.5
Hitman: Blood Money,Action,PlayStation 2,M,Other,2006,83,86,0.5
Disney Sing It,Misc,PlayStation 2,E,Other,2008,,,0.5
Sega Bass Fishing,Sports,Wii,E,Sega,2008,59,58,0.5
Activision Anthology,Misc,PlayStation 2,E,ActivisionBlizzard,2002,75,81,0.5
Crash: Mind Over Mutant,Action,PlayStation 2,E,ActivisionBlizzard,2008,73,62,0.5
Pro Evolution Soccer 2012,Sports,Xbox 360,E,Other,2011,78,66,0.5
Shovel Knight,Action,Nintendo 3DS,E,Other,2015,90,83,0.5
Goldeneye 007: Reloaded,Shooter,Xbox 360,T,ActivisionBlizzard,2011,72,60,0.5
PlayStation All-Stars Battle Royale,Fighting,PlayStation Vita,T,Sony,2012,75,75,0.5
Gothic 3,RPG,PC,T,Other,2006,63,75,0.5
Yakuza 3,Adventure,PlayStation 3,M,Sega,2010,79,83,0.5
Yakuza 6: The Song of Life,Adventure,PlayStation 4,M,Sega,2018,83,83,0.5
Lego Star Wars: The Force Awakens,Action,Xbox One,E,Other,2016,76,69,0.5
Metal Gear Rising: Revengeance,Action,Xbox 360,M,Other,2013,82,79,0.5
Star Wars: Jedi Starfighter,Simulation,PlayStation 2,T,Other,2002,81,80,0.5
Tactics Ogre: The Knight of Lodis,RPG,Game Boy Advance,E,Other,2002,88,86,0.5
Super Robot Taisen MX,Strategy,PlayStation 2,,Other,2004,,,0.5
Burnout Revenge,Racing,Xbox 360,E,EA,2006,89,82,0.5
Hometown Story,Simulation,Nintendo 3DS,E,Other,2013,47,60,0.5
Dead or Alive Ultimate,Fighting,Xbox,M,Other,2004,83,87,0.5
Dance Dance Revolution Universe 2,Simulation,Xbox 360,E,Other,2007,65,74,0.5
Blockstorm,Shooter,PC,,Other,2000,,,0.5
Mad Max (2013),Action,Xbox One,M,Other,2015,72,77,0.5
Star Wars: Clone Wars,Shooter,PlayStation 2,T,Other,2002,72,80,0.5
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Adventure,PlayStation 2,E,THQ,2004,65,78,0.5
NBA Street Homecourt,Sports,Xbox 360,E,EA,2007,80,78,0.5
Pokemon Art Academy,Misc,Nintendo 3DS,E,Nintendo,2014,76,77,0.5
Madden NFL 11,Sports,PlayStation 2,E,EA,2010,,,0.5
Epic Mickey: Power of Illusion,Action,Nintendo 3DS,E,Other,2012,63,59,0.5
Monster Hunter,RPG,PlayStation 2,M,Other,2004,68,88,0.5
SplashDown: Rides Gone Wild,Racing,PlayStation 2,E,THQ,2003,80,86,0.5
Picross 3D,Puzzle,Nintendo DS,E,Nintendo,2010,83,80,0.5
Sonic & Sega All-Stars Racing Transformed,Racing,PlayStation 3,E,Sega,2012,82,83,0.5
Ridge Racer 3D,Racing,Nintendo 3DS,E,BandaiNamco,2011,75,73,0.5
Reigns,RPG,PC,,Other,2011,77,74,0.5
Bakugan Battle Brawlers: Defenders of the Core,Action,Nintendo DS,E,ActivisionBlizzard,2010,60,83,0.5
Pro Evolution Soccer 2019,Sports,PlayStation 4,E,Other,2018,79,65,0.5
Shrek SuperSlam,Action,PlayStation 2,E,ActivisionBlizzard,2005,67,65,0.5
Alice: Madness Returns,Adventure,Xbox 360,M,EA,2011,70,81,0.5
Super Monkey Ball 3D,Action,Nintendo 3DS,E,Sega,2011,55,56,0.5
Rayman Advance,Action,Game Boy Advance,E,Ubisoft,2001,84,78,0.5
Super Robot Taisen Z,Strategy,PlayStation 2,,BandaiNamco,2008,,,0.5
Wet,Shooter,Xbox 360,M,Other,2009,69,72,0.5
Spider-Man 2,Action,Nintendo DS,E,ActivisionBlizzard,2004,61,50,0.5
Dragon's Crown,RPG,PlayStation 3,T,Other,2013,82,84,0.5
Tomb Raider: Anniversary,Action,PlayStation 2,T,Other,2007,,,0.5
Fantastic 4,Action,PlayStation 2,T,ActivisionBlizzard,2005,64,73,0.5
Steel Diver,Action,Nintendo 3DS,E,Nintendo,2011,58,62,0.5
Men in Black II: Alien Escape,Shooter,PlayStation 2,T,Other,2002,50,73,0.5
Nicktoons: Attack of the Toybots,Action,PlayStation 2,E,THQ,2007,,,0.5
Madden NFL 07,Sports,Wii,E,EA,2006,81,80,0.5
Resident Evil: The Mercenaries 3D,Shooter,Nintendo 3DS,M,Other,2011,65,65,0.49
Watch Dogs,Action,PC,M,Ubisoft,2014,77,48,0.49
Dynasty Warriors: Gundam 2,Action,PlayStation 3,T,BandaiNamco,2009,54,70,0.49
SpongeBob SquarePants: Creature from the Krusty Krab,Action,Wii,E,THQ,2006,57,59,0.49
The Witness,Puzzle,PC,E,Other,2016,87,69,0.49
Cars Mater-National Championship,Racing,Wii,E,THQ,2007,,,0.49
Tony Hawk's Underground 2,Sports,Game Boy Advance,E,ActivisionBlizzard,2004,70,,0.49
Boogie,Misc,Wii,E,EA,2007,57,53,0.49
Tony Hawk's Project 8,Sports,Xbox 360,T,ActivisionBlizzard,2006,81,76,0.49
Dragon Ball Z: Supersonic Warriors 2,Fighting,Nintendo DS,E,Other,2005,66,74,0.49
Story of Seasons: Trio of Towns,Simulation,Nintendo 3DS,E,Other,2017,74,81,0.49
Nuclear Throne,Shooter,PC,,Other,2017,88,77,0.49
Babysitting Mama,Simulation,Wii,E,Other,2010,,,0.49
Fire Emblem: Radiant Dawn,Strategy,Wii,E,Nintendo,2007,78,87,0.49
FIFA 13,Sports,Wii U,E,EA,2012,69,63,0.49
Mario Golf: World Tour,Sports,Nintendo 3DS,E,Nintendo,2014,78,80,0.49
Ace Combat: Assault Horizon,Action,Xbox 360,T,BandaiNamco,2011,78,62,0.49
The Matrix: Path of Neo,Action,PlayStation 2,T,Other,2005,69,77,0.49
The Price is Right,Misc,Nintendo DS,E,Ubisoft,2008,,,0.49
Star Wars Battlefront: Elite Squadron,Shooter,Nintendo DS,T,Other,2009,61,53,0.49
Asphalt 3D,Racing,Nintendo 3DS,E,Ubisoft,2011,43,50,0.49
Power Rangers: Dino Thunder,Action,Game Boy Advance,E,THQ,2004,,,0.49
GoldenEye: Rogue Agent,Shooter,Xbox,T,EA,2004,61,69,0.49
Star Wars Battlefront (2015),Shooter,PC,T,EA,2015,76,84,0.49
Car Mechanic Simulator 2018,Simulation,PC,,Other,2015,,,0.49
Dreamworks Madagascar Kartz,Racing,Wii,E,ActivisionBlizzard,2009,,,0.49
Grandia III,RPG,PlayStation 2,T,SquareEnix,2006,77,85,0.49
Soma,Action,PC,M,Other,2016,84,83,0.49
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,Shooter,PlayStation 2,,BandaiNamco,2006,,,0.49
Kane & Lynch 2: Dog Days,Shooter,Xbox 360,M,SquareEnix,2010,63,53,0.49
Scarface: The World is Yours,Adventure,Xbox,M,Other,2006,76,85,0.49
Final Fantasy XV: Windows Edition,RPG,PC,T,SquareEnix,2018,85,81,0.49
The Escapists 2,Action,PC,T,Other,2017,75,77,0.49
Animal Crossing: Amiibo Festival,Misc,Wii U,E,Nintendo,2015,46,43,0.49
SpongeBob SquarePants: Creature from the Krusty Krab,Action,Nintendo DS,E,THQ,2006,56,57,0.49
Middle-Earth: Shadow of Mordor,Misc,Xbox 360,,Other,2014,,,0.49
The Evil Within,Misc,Xbox 360,M,Other,2014,,,0.49
MotorStorm: Apocalypse,Racing,PlayStation 3,T,Sony,2011,77,79,0.49
Backyard Baseball,Sports,PlayStation 2,E,Other,2004,,,0.49
WipEout Pulse,Racing,PlayStation 2,,Sony,2009,,,0.49
Barbie Horse Adventures: Wild Horse Rescue,Sports,PlayStation 2,E,Other,2003,,,0.49
Virtua Tennis 4: World Tour,Sports,PlayStation Vita,E,Sega,2012,,,0.49
Taiko no Tatsujin: Appare Sandaime,Misc,PlayStation 2,,BandaiNamco,2003,,,0.49
F1 2012,Racing,Xbox 360,E,Other,2012,84,69,0.49
Mario & Sonic at the Rio 2016 Olympic Games,Sports,Wii U,E,Nintendo,2016,65,78,0.49
Transformers: Revenge of the Fallen,Action,PlayStation 2,T,ActivisionBlizzard,2009,,,0.49
Dragon Ball Z: Burst Limit,Fighting,Xbox 360,T,Other,2008,72,77,0.49
Worms: Ultimate Mayhem,Strategy,PC,E,Other,2011,66,77,0.49
Spy Hunter 2,Racing,PlayStation 2,T,Other,2003,57,64,0.49
Art Academy: Lessons for Everyone!,Misc,Nintendo 3DS,E,Nintendo,2012,81,76,0.49
FIFA Soccer 09,Sports,Nintendo DS,E,EA,2008,84,62,0.49
Medal of Honor,Shooter,PC,M,EA,2010,72,64,0.49
Pac-Man World 2,Action,Xbox,E,BandaiNamco,2002,66,,0.49
DiRT 4,Racing,PlayStation 4,T,Other,2017,85,75,0.49
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,Misc,PlayStation 2,,Other,2001,,,0.49
Hyrule Warriors Legends,Action,Nintendo 3DS,T,Nintendo,2016,70,74,0.49
Dark Souls: Remastered,RPG,PlayStation 4,M,BandaiNamco,2018,84,68,0.49
Styx: Master of Shadows,Action,PC,M,Other,2014,71,72,0.49
Sniper Elite: Nazi Zombie Army 2,Shooter,PC,,Other,2014,53,69,0.49
Tales of Legendia,RPG,PlayStation 2,T,BandaiNamco,2006,72,80,0.49
Sniper: Art of Victory,Shooter,PC,M,Other,2008,36,34,0.49
Alone in the Dark,Adventure,Xbox 360,M,Other,2008,58,55,0.49
Football Manager Handheld 2009,Sports,PlayStation Portable,,Sega,2008,,,0.48
Cars 2,Racing,Xbox 360,E,Other,2011,,,0.48
Shrek the Third,Action,PlayStation 2,E,ActivisionBlizzard,2007,56,46,0.48
Madagascar: Operation Penguin,Action,Game Boy Advance,E,ActivisionBlizzard,2005,,,0.48
The Swapper,Misc,PC,,Other,2013,87,86,0.48
Need for Speed: Porsche Unleashed,Racing,Game Boy Advance,E,Other,2004,62,78,0.48
Ultimate I Spy,Adventure,Wii,E,Other,2008,,,0.48
NFL Street 2,Sports,Xbox,E,EA,2004,78,66,0.48
Street Fighter X Tekken,Fighting,Xbox 360,T,Other,2012,83,45,0.48
Farpoint,Shooter,PlayStation 4,M,Sony,2017,71,81,0.48
X3: Terran Conflict,Simulation,PC,T,Other,2009,73,79,0.48
Atelier Rorona: Alchemist of Arland,RPG,PlayStation 3,T,Other,2014,65,61,0.48
Jeopardy!,Misc,PlayStation 2,E,Other,2003,62,68,0.48
LEGO Marvel's Avengers,Action,Xbox One,E,Other,2016,71,56,0.48
Destroy All Humans! 2,Adventure,PlayStation 2,T,THQ,2006,74,87,0.48
Pinball Hall of Fame: The Williams Collection,Misc,Wii,E,Other,2008,82,81,0.48
WWE 2K19,Fighting,Xbox One,T,Other,2018,77,45,0.48
Lollipop Chainsaw,Action,Xbox 360,M,Other,2012,70,70,0.48
Bionic Commando,Adventure,PlayStation 3,M,Other,2009,71,73,0.48
You're in the Movies,Misc,Xbox 360,E,Microsoft,2008,55,52,0.48
Fortune Street,Misc,Wii,E,Nintendo,2011,68,75,0.48
Scene It? Lights Camera Action,Misc,Xbox 360,T,Microsoft,2007,73,81,0.48
Battleborn,Shooter,PlayStation 4,T,Other,2016,68,68,0.48
Bass Pro Shops: The Strike,Sports,Wii,E,Other,2009,,,0.48
Dark Sector,Shooter,Xbox 360,M,Other,2008,72,75,0.48
Jurassic World Evolution,Simulation,PC,T,Other,2018,69,73,0.48
Zoo Tycoon (2013),Simulation,Xbox One,E,Microsoft,2013,68,31,0.48
Tiger Woods PGA Tour 07,Sports,Xbox 360,E,EA,2006,80,78,0.48
Far Cry 2,Shooter,PC,M,Ubisoft,2008,85,59,0.48
Transformers: Revenge of the Fallen,Action,Wii,T,ActivisionBlizzard,2009,53,39,0.48
A Way Out,Action,PlayStation 4,M,EA,2018,78,80,0.48
The Saboteur,Action,PlayStation 3,M,EA,2009,72,81,0.48
Crash of the Titans,Action,Nintendo DS,E,Other,2007,73,63,0.48
Disney Epic Mickey 2: The Power of Two,Action,PlayStation 3,E,Other,2012,59,42,0.48
Secret Weapons Over Normandy,Simulation,PlayStation 2,T,Other,2003,81,83,0.48
Scrabble 2007 Edition,Puzzle,Nintendo DS,,Ubisoft,2007,,,0.48
Kouchuu Ouja Mushi King,Action,Game Boy Advance,,Sega,2005,,,0.48
NCAA Football 09,Sports,PlayStation 2,E,EA,2008,,,0.48
Rayman Raving Rabbids: TV Party,Misc,Nintendo DS,E,Ubisoft,2008,,,0.48
Bratz: The Movie,Simulation,PlayStation 2,E,THQ,2007,,,0.48
Friday the 13th: The Game,Action,PlayStation 4,M,Other,2017,61,62,0.48
Steep,Sports,Xbox One,T,Ubisoft,2016,72,64,0.48
Batman: Arkham Origins Blackgate,Action,PlayStation Vita,T,Other,2013,61,67,0.48
Crazy Taxi: Fare Wars,Racing,PlayStation Portable,E,Sega,2007,64,71,0.48
Sonic Lost World,Action,Nintendo 3DS,E,Sega,2013,59,62,0.48
Theme Park Roller Coaster,Strategy,PlayStation 2,E,EA,2000,82,79,0.48
Thief,Action,Xbox One,M,SquareEnix,2014,69,60,0.48
The Walking Dead: A Telltale Games Series,Adventure,PlayStation 4,M,Other,2014,,,0.48
Alice in Wonderland,Adventure,Nintendo DS,E,Other,2010,78,,0.48
Doom 3 BFG Edition,Misc,Xbox 360,M,Other,2012,67,66,0.48
Midnight Club: Street Racing,Racing,Game Boy Advance,E,Other,2001,50,53,0.48
Tom Clancy's The Division,Shooter,PC,M,Ubisoft,2016,79,60,0.48
Bad Rats: The Rats' Revenge,Puzzle,PC,,Other,2009,,,0.48
Euro Truck Simulator,Simulation,PC,,Other,2013,,,0.48
Tiger Woods PGA Tour 06,Sports,Xbox,E,EA,2005,81,51,0.48
Galactic Civilizations III,Strategy,PC,E,Other,2015,81,66,0.48
Go Diego Go! Great Dinosaur Rescue,Action,Nintendo DS,E,Other,2008,,,0.48
Children of Mana,RPG,Nintendo DS,E,Nintendo,2006,65,61,0.48
FIFA World Cup Germany 2006,Sports,Xbox 360,E,EA,2006,72,66,0.48
Up,Adventure,PlayStation 2,E,THQ,2009,,,0.48
Wolfenstein: The Old Blood,Shooter,PlayStation 4,M,Other,2015,76,78,0.48
Just Dance 2014,Misc,Xbox One,E,Ubisoft,2013,71,70,0.48
EA Sports UFC,Fighting,Xbox One,T,EA,2014,70,62,0.48
World of Outlaws: Sprint Cars 2002,Racing,PlayStation 2,E,Other,2002,80,83,0.48
BioShock: The Collection,Shooter,Xbox One,M,Other,2016,84,87,0.48
LEGO The Hobbit,Action,PlayStation 3,E,Other,2014,,,0.47
Fantavision,Puzzle,PlayStation 2,E,Sony,2000,72,60,0.47
Spider-Man 3,Action,Wii,T,ActivisionBlizzard,2007,53,53,0.47
Luigi's Mansion,Adventure,Nintendo 3DS,E,Nintendo,2018,74,80,0.47
Dynasty Warriors Gundam,Action,PlayStation 3,T,BandaiNamco,2007,60,71,0.47
X-Men: Next Dimension,Fighting,PlayStation 2,T,ActivisionBlizzard,2002,61,87,0.47
The Godfather,Action,PlayStation 2,M,EA,2006,,,0.47
Cars: Race-O-Rama,Racing,Nintendo DS,E,THQ,2009,,,0.47
Dark Sector,Shooter,PlayStation 3,M,Other,2008,72,74,0.47
James Bond 007: Blood Stone,Action,Xbox 360,T,ActivisionBlizzard,2010,62,71,0.47
Jurassic World Evolution,Simulation,PlayStation 4,T,Other,2018,68,70,0.47
Ford Racing Off Road,Racing,Wii,E,Other,2008,37,63,0.47
NBA Live 07,Sports,Xbox 360,E,EA,2006,59,49,0.47
F.E.A.R. 2: Project Origin,Shooter,PlayStation 3,M,Other,2009,79,79,0.47
ICO,Adventure,PlayStation 2,T,Sony,2001,90,88,0.47
Silent Hill: Downpour,Adventure,PlayStation 3,M,Other,2012,64,70,0.47
Unreal Tournament III,Shooter,Xbox 360,M,Other,2008,82,76,0.47
Microsoft Flight Simulator X,Simulation,PC,E,Microsoft,2006,80,75,0.47
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,RPG,Wii,,SquareEnix,2011,,,0.47
The Sims 2: Pets,Simulation,Wii,T,EA,2007,65,73,0.47
2010 FIFA World Cup South Africa,Sports,PlayStation Portable,E,EA,2010,69,74,0.47
Dragon Ball: Xenoverse 2,Action,Xbox One,T,BandaiNamco,2016,73,76,0.47
Victorious Boxers: Ippo's Road to Glory,Fighting,PlayStation 2,T,Other,2001,75,80,0.47
MySims Racing,Racing,Wii,E,EA,2009,68,61,0.47
Densetsu no Stafi,Action,Game Boy Advance,,Nintendo,2002,,,0.47
Valkyrie Profile 2: Silmeria,RPG,PlayStation 2,T,SquareEnix,2006,84,89,0.47
Hot Wheels Velocity X,Racing,PlayStation 2,E,THQ,2002,54,71,0.47
Dragon Age Origins: Awakening,RPG,Xbox 360,M,EA,2010,80,80,0.47
Inazuma Eleven 3: Sekai e no Chousen!! The Ogre,Sports,Nintendo DS,,Other,2010,,,0.47
Shadowrun (2007),Shooter,Xbox 360,M,Microsoft,2007,66,75,0.47
Jake Power: Fireman,Adventure,Nintendo DS,E,Ubisoft,2009,,,0.47
L.A. Rush,Racing,PlayStation 2,T,Other,2005,58,77,0.47
Dead Space Extraction,Shooter,Wii,M,EA,2009,82,78,0.47
Crash: Mind Over Mutant,Action,Xbox 360,E,ActivisionBlizzard,2008,60,58,0.47
Viva Pinata: Trouble in Paradise,Simulation,Xbox 360,E,Microsoft,2008,82,80,0.47
NBA Ballers: Phenom,Sports,PlayStation 2,E,Other,2006,69,85,0.47
Need for Speed Carbon,Racing,Xbox,E,EA,2006,74,73,0.47
Payday 2,Shooter,PlayStation 3,M,Other,2013,74,62,0.47
Silent Hill: Shattered Memories,Adventure,Wii,M,Other,2009,79,80,0.47
FlingSmash,Action,Wii,E,Nintendo,2010,48,71,0.47
Emergency Heroes,Racing,Wii,E,Ubisoft,2008,41,49,0.47
Deadpool,Action,PlayStation 4,M,ActivisionBlizzard,2015,60,62,0.47
Running with Rifles,Shooter,PC,,Other,2015,78,72,0.47
Active Life: Extreme Challenge,Sports,Wii,E,BandaiNamco,2009,56,,0.47
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Action,PlayStation 4,,SquareEnix,2017,,,0.47
Hamsterz Life,Action,Nintendo DS,E,Ubisoft,2006,,,0.47
"Warhammer 40,000: Dawn of War II",Strategy,PC,M,THQ,2009,85,81,0.47
TrackMania Turbo,Racing,PlayStation 4,E,Ubisoft,2016,81,75,0.47
Madden NFL 17,Sports,Xbox 360,E,EA,2016,,,0.47
Cars: Race-O-Rama,Racing,PlayStation 2,E,THQ,2009,,,0.47
Final Fantasy Crystal Chronicles: Echoes of Time,RPG,Nintendo DS,E,SquareEnix,2009,75,76,0.47
Downhill Domination,Racing,PlayStation 2,T,Sony,2003,79,84,0.47
Life Is Strange: Before the Storm,Adventure,PC,M,SquareEnix,2017,77,80,0.47
Detective Pikachu,Adventure,Nintendo 3DS,E,Nintendo,2018,71,75,0.47
Pirates of the Caribbean: Dead Man's Chest,Adventure,Game Boy Advance,E,Other,2006,70,70,0.47
Knack 2,Action,PlayStation 4,E,Sony,2017,69,76,0.47
Spider-Man: Friend or Foe,Action,Nintendo DS,E,ActivisionBlizzard,2007,55,,0.47
Spider-Man 3,Action,Nintendo DS,E,ActivisionBlizzard,2007,79,66,0.47
Just Dance 2014,Misc,PlayStation 4,E,Ubisoft,2013,75,57,0.47
Inazuma Eleven Go: Chrono Stone - Wildfire / Thunderflash,RPG,Nintendo 3DS,,Other,2012,77,77,0.47
Deadpool,Action,PlayStation 3,M,ActivisionBlizzard,2013,61,72,0.47
World Series of Poker,Misc,PlayStation 2,E,ActivisionBlizzard,2005,46,82,0.47
Kong: The 8th Wonder of the World,Action,Game Boy Advance,E,Ubisoft,2005,59,85,0.47
Two Worlds II,RPG,PlayStation 3,M,Other,2011,70,70,0.47
Sonic Mania,Action,Nintendo Switch,E,Sega,2017,86,87,0.47
Godzilla: Save the Earth,Fighting,PlayStation 2,T,Other,2004,62,85,0.47
Petz Sports,Simulation,Wii,E,Ubisoft,2008,,,0.47
Farming Simulator 19,Simulation,PlayStation 4,E,Other,2018,64,52,0.47
Tiger Woods PGA Tour 07,Sports,Wii,E,EA,2007,71,69,0.47
FIFA Soccer 13,Sports,PlayStation Vita,E,EA,2012,57,42,0.46
Mat Hoffman's Pro BMX 2,Sports,PlayStation 2,T,ActivisionBlizzard,2002,76,83,0.46
Metal Gear Solid: The Essential Collection,Adventure,PlayStation 2,M,Other,2008,,,0.46
Rayman Legends,Action,Xbox 360,E,Ubisoft,2013,90,82,0.46
MX vs. ATV: Alive,Racing,PlayStation 3,E,THQ,2011,61,67,0.46
SimCity Creator,Simulation,Wii,E,EA,2008,67,68,0.46
Harry Potter and the Order of the Phoenix,Adventure,Wii,E,EA,2007,69,58,0.46
Iridion 3D,Shooter,Game Boy Advance,E,Other,2001,53,72,0.46
Syphon Filter: Logan's Shadow,Shooter,PlayStation Portable,T,Sony,2007,85,86,0.46
FIFA Soccer 12,Sports,PC,E,EA,2011,89,71,0.46
Classic NES Series: Pac-Man,Puzzle,Game Boy Advance,E,Nintendo,2004,53,,0.46
Imagine: Figure Skater,Sports,Nintendo DS,E,Ubisoft,2008,,,0.46
Destroy All Humans!,Adventure,Xbox,T,THQ,2005,76,83,0.46
Dragon Ball Z: Collectible Card Game,Misc,Game Boy Advance,E,Other,2002,62,55,0.46
Dissidia Final Fantasy NT,Fighting,PlayStation 4,T,SquareEnix,2018,67,74,0.46
WWE 2K16,Sports,Xbox 360,T,Other,2015,,,0.46
Disney Infinity 3.0,Action,Xbox One,E,Other,2015,78,58,0.46
Brothers In Arms: D-Day,Shooter,PlayStation Portable,M,Ubisoft,2006,65,84,0.46
Disney's Kim Possible 3: Team Possible,Action,Game Boy Advance,E,Other,2005,76,80,0.46
Rygar: The Legendary Adventure,Action,PlayStation 2,T,Other,2002,83,82,0.46
Kessen II,Strategy,PlayStation 2,T,Other,2001,71,81,0.46
Tomb Raider: Legend,Action,PlayStation Portable,T,Other,2006,67,79,0.46
Stuart Little 2,Action,Game Boy Advance,E,ActivisionBlizzard,2002,59,,0.46
Red Faction: Armageddon,Shooter,PlayStation 3,M,THQ,2011,71,75,0.46
Nickelodeon Team Umizoomi,Action,Nintendo DS,E,Other,2011,,,0.46
Tak 2: The Staff of Dreams,Action,Game Boy Advance,E,THQ,2004,45,,0.46
Battlefield: Hardline,Shooter,PlayStation 3,M,EA,2015,,,0.46
SingStar Amped,Misc,PlayStation 2,T,Sony,2007,76,,0.46
Tales of Vesperia,RPG,PlayStation 3,,BandaiNamco,2009,,,0.46
Brothers In Arms: Earned In Blood,Action,PlayStation 2,M,Ubisoft,2005,71,80,0.46
Need for Speed: Hot Pursuit,Racing,Wii,T,EA,2010,50,43,0.46
Mario Sports Superstars,Sports,Nintendo 3DS,E,Nintendo,2017,62,74,0.46
Dragon Ball Z: Sagas,Fighting,PlayStation 2,T,Other,2005,49,58,0.46
Scooby-Doo,Action,Game Boy Advance,E,THQ,2001,64,85,0.46
Crayola: Treasure Adventures,Puzzle,Nintendo DS,E,Other,2007,65,,0.46
The Princess and the Frog,Action,Wii,E,Other,2009,,,0.46
The Legend of Spyro: Dawn of the Dragon,Action,Nintendo DS,E,Other,2008,57,57,0.46
WWE SmackDown vs. Raw 2011,Fighting,Wii,T,THQ,2010,72,,0.46
Brothers In Arms: Road to Hill 30,Shooter,PlayStation 2,M,Ubisoft,2005,82,77,0.46
Minecraft: Story Mode - The Complete Adventure,Adventure,Nintendo Switch,E,Other,2017,,,0.46
